,_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,airline_sentiment,airline_sentiment:confidence,negativereason,negativereason:confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_id,tweet_location,user_timezone
7187,681457685,False,finalized,3,2/25/15 5:41,negative,1.0,Late Flight,1.0,Delta,,BXKloosive,,0,"@JetBlue All good, I just have 2 remind myself that if this was 1914 I might be on a horse &amp; buggy. So what's a little delay right.","[41.06869526, -73.70402469]",2/23/15 9:03,5.69905e+17,"Bronx, NY",Eastern Time (US & Canada)
7203,681457701,False,finalized,3,2/25/15 1:59,neutral,0.6598,,0.0,Delta,,briantafel,,0,@JetBlue ...and when did your legal department start running your social media channels?,"[40.6467516, -73.77465033]",2/23/15 8:01,5.6989e+17,"Brooklyn, NY",Eastern Time (US & Canada)
7204,681457702,False,finalized,3,2/25/15 6:58,negative,1.0,longlines,1.0,Delta,,briantafel,,0,"@JetBlue nope. The ""regular"" line was multi-x faster. You literally direct all the wheelchairs and strollers into the same line as EMS.","[40.64646872, -73.77594979]",2/23/15 8:00,5.6989e+17,"Brooklyn, NY",Eastern Time (US & Canada)
7239,681457737,False,finalized,3,2/25/15 4:19,negative,0.6696,Flight Attendant Complaints,0.6696,Delta,,ManuelNT,,0,"@jetblue as courtesy to Mosaic members or anyone, a request for water should be attended promptly. Daniel in flight 1557, should know better","[26.0713458, -80.146874]",2/23/15 5:11,5.69847e+17,,Eastern Time (US & Canada)
7241,681457739,False,finalized,3,2/25/15 1:07,neutral,0.6699,,0.0,Delta,,RobertPiacente,,0,"@JetBlue no one yet but some, fl 8162","[13.07761455, -59.60542973]",2/23/15 4:59,5.69844e+17,"Long Island, NY",Eastern Time (US & Canada)
7244,681457742,False,finalized,3,2/25/15 3:43,negative,1.0,Customer Service Issue,1.0,Delta,,RobertPiacente,,0,@JetBlue not an issue but I think training &amp; information would help. Great ppl but service needs to switch from individual to group better,"[13.07787514, -59.6049865]",2/23/15 4:26,5.69836e+17,"Long Island, NY",Eastern Time (US & Canada)
7252,681457750,False,finalized,3,2/25/15 2:22,positive,0.6774,,,Delta,,KnockoutOC,,0,@JetBlue last sleep in Cali... back to JFK tomorrow night.  Looking forward to an another amazing flight with you all :),"[33.7008468, -118.0192094]",2/22/15 22:13,5.69742e+17,New York City,Atlantic Time (Canada)
7265,681457763,False,finalized,3,2/25/15 7:54,neutral,0.6836,,0.0,Delta,,jabeblanchard,,0,"@JetBlue sorry, should have specified I meant ground traffic trying to get into the terminal","[40.64682076, -73.7823236]",2/22/15 20:19,5.69713e+17,Right Coast,Eastern Time (US & Canada)
7266,681457764,False,finalized,3,2/25/15 8:03,negative,0.6444,Flight Attendant Complaints,0.3333,Delta,,jabeblanchard,,0,@JetBlue any idea what's going on at terminal five at JFK? Seems to be zero traffic movement,"[40.64485766, -73.78737261]",2/22/15 20:14,5.69712e+17,Right Coast,Eastern Time (US & Canada)
7273,681457771,False,finalized,3,2/25/15 8:33,negative,1.0,Late Flight,1.0,Delta,,koenitweets,,0,"@JetBlue - Fix your @#$&amp; jet bridges.  40 minute delay, 2nd gate...still waiting!  #jetblues http://t.co/ncB2oNcS9i","[42.36494288, -71.01451482]",2/22/15 19:38,5.69703e+17,,
7275,681457773,False,finalized,3,2/25/15 9:04,positive,0.6535,,,Delta,,jabeblanchard,,0,"@JetBlue ha ha! Can I get a wake up call at boarding time please?  Large coffee, extralight extra sweet please!","[40.89343356, -74.29961359]",2/22/15 19:29,5.697e+17,Right Coast,Eastern Time (US & Canada)
7277,681457775,False,finalized,3,2/25/15 4:35,negative,0.6458,Late Flight,0.6458,Delta,,jabeblanchard,,0,@JetBlue _ÙÔ. I think I'll come take a nap at the terminal.  ;),"[40.85036847, -74.42575912]",2/22/15 19:21,5.69699e+17,Right Coast,Eastern Time (US & Canada)
7280,681457778,False,finalized,3,2/25/15 7:41,negative,1.0,Late Flight,1.0,Delta,,jabeblanchard,,0,@JetBlue #611 from JFK to LAS still delayed?,"[40.775248, -74.48253909]",2/22/15 19:14,5.69697e+17,Right Coast,Eastern Time (US & Canada)
7287,681457785,False,finalized,3,2/25/15 3:51,neutral,1.0,,,Delta,,calengerich,,0,@JetBlue such a bummer.  But I understand it's a business deal. Thanks for answering me!  Much less sad now.,"[40.77844416, -73.87477197]",2/22/15 18:36,5.69687e+17,"New York, NY",Tokyo
7302,681457800,False,finalized,3,2/25/15 5:36,negative,1.0,Can't Tell,1.0,Delta,,cbogie,,0,@JetBlue ill call in the morning. too upset right now.,"[40.64797296, -73.77939249]",2/22/15 18:03,5.69679e+17,indoors,Pacific Time (US & Canada)
7308,681457806,False,finalized,3,2/25/15 6:26,negative,1.0,Can't Tell,0.3444,Delta,,cbogie,,0,@JetBlue by far the worst airline in terms of service at jfk.,"[40.64602261, -73.7762935]",2/22/15 17:45,5.69674e+17,indoors,Pacific Time (US & Canada)
7361,681457862,False,finalized,3,2/25/15 9:42,neutral,1.0,,,Delta,,GinaMarie_F,,0,@JetBlue Is that a guarantee? We'll see about that tomorrow morning when I have to fight for a seat.,"[40.61883222, -74.015404]",2/22/15 15:50,5.69646e+17,Brooklyn =),Eastern Time (US & Canada)
7364,681457866,False,finalized,3,2/25/15 0:42,negative,1.0,Can't Tell,0.7065,Delta,,GinaMarie_F,,0,@JetBlue WELL...my paid tickets have NO assigned seats at all. So essentially I won't be on this flight unless I pay more.,"[40.61884429, -74.0153922]",2/22/15 15:47,5.69645e+17,Brooklyn =),Eastern Time (US & Canada)
7365,681457867,False,finalized,3,2/25/15 1:30,negative,0.6838,Customer Service Issue,0.6838,Delta,,GinaMarie_F,,0,@JetBlue If seats aren't guaranteed why do we pay for them? when I called the rep said some other people booked our seats.,"[40.61878764, -74.01544319]",2/22/15 15:41,5.69643e+17,Brooklyn =),Eastern Time (US & Canada)
7367,681457869,False,finalized,3,2/25/15 7:38,negative,0.6593,Can't Tell,0.3407,Delta,,GinaMarie_F,,0,"@JetBlue yes, please get me the seats we paid for.","[40.61886457, -74.01535789]",2/22/15 15:39,5.69643e+17,Brooklyn =),Eastern Time (US & Canada)
7370,681457872,False,finalized,3,2/25/15 1:36,neutral,1.0,,,Delta,,sicula,,0,@JetBlue Help - I left my Nikon camera under the seat in front of me. What do I do?,"[40.79874419, -73.82756667]",2/22/15 15:23,5.69639e+17,"Stratford, CT",Eastern Time (US & Canada)
7371,681457873,False,finalized,3,2/25/15 3:23,negative,1.0,Customer Service Issue,1.0,Delta,,Crimson_Zombie,,0,"@JetBlue I hope your customer service reps are as reliable/friendly as they usually are, so far you are not living up to your + rep/exper.","[40.6466862, -73.7769539]",2/22/15 15:16,5.69637e+17,Chicago,
7416,681457953,False,finalized,3,2/25/15 6:40,negative,1.0,Late Flight,1.0,Delta,,JunkyardFiegs,,0,@JetBlue Third straight time that my flight has been delayed flying with you guys. This will be my last trip with you.,"[42.40805407, -88.62699707]",2/22/15 14:13,5.69621e+17,,Central Time (US & Canada)
7473,681458048,False,finalized,3,2/25/15 9:46,negative,0.6859999999999999,Can't Tell,0.6859999999999999,Delta,,BFarraye,,0,"@JetBlue Yoga it is. TV service seems to be down though :-(
I look forward to that do much!","[40.7740308, -73.8674526]",2/22/15 11:21,5.69578e+17,NYC,Quito
7482,681458063,False,finalized,3,2/25/15 1:49,positive,0.6621,,0.0,Delta,,hugovzolano,,0,@JetBlue thanks. I will use the extra time to do some more shopping! Did somebody say duty free?,"[4.69840554, -74.14134323]",2/22/15 11:07,5.69574e+17,Fort Lauderdale,
7490,681458076,False,finalized,3,2/25/15 1:48,negative,0.6617,Bad Flight,0.6617,Delta,,DonnellyVJ,,0,@JetBlue our flight out no Tv. Now our flight back not seated together. B6 620. Maybe our fault still no fun.,"[32.73346632, -117.20410937]",2/22/15 10:57,5.69572e+17,,
7495,681458085,False,finalized,3,2/25/15 5:54,negative,1.0,longlines,0.7013,Delta,,Worldtravelure,,0,@jetblue  Flight 1562 is still waiting for bags. Most of us checked in 12 hours ago. People are missing connections.  Please help!,"[40.64646912, -73.79133606]",2/22/15 10:36,5.69567e+17,"New York, New York",Eastern Time (US & Canada)
7500,681458095,False,finalized,3,2/25/15 4:19,positive,0.6667,,,Delta,,2littlebirds,,0,"ÛÏ@JetBlue: @2littlebirds Well captured, Brittany! We love the clouds! :)  Enjoy the ride!Û Thank you!","[38.6485933, -121.11740707]",2/22/15 10:23,5.69563e+17,LA CA USA,Pacific Time (US & Canada)
7502,681458099,False,finalized,3,2/25/15 2:11,negative,1.0,Late Flight,0.3386,Delta,,Worldtravelure,,0,"@JetBlue According to your ground staff, it hasn't even been taken off the plane yet!","[40.64646912, -73.79133606]",2/22/15 10:10,5.6956e+17,"New York, New York",Eastern Time (US & Canada)
7507,681458106,False,finalized,3,2/25/15 5:46,negative,1.0,Late Flight,1.0,Delta,,Worldtravelure,,0,"@JetBlue Flight 1562 had a 4 1/2 hour weather delay, but what is the 45 minute delay in getting bags to tired passengers?","[40.64646912, -73.79133606]",2/22/15 10:03,5.69558e+17,"New York, New York",Eastern Time (US & Canada)
7541,681458167,False,finalized,3,2/25/15 1:01,positive,1.0,,,Delta,,2littlebirds,,0,ÛÏ@JetBlue: @2littlebirds Beautiful shot.. Thanks for sharing. Using #FlyFi to post? ;)Û Your welcome! Not on this flight. It was a quickie;),"[38.69255098, -121.58854512]",2/22/15 8:44,5.69538e+17,LA CA USA,Pacific Time (US & Canada)
7627,681458317,False,finalized,3,2/25/15 0:40,neutral,0.6316,,0.0,Delta,,MegBurns,,0,@JetBlue on flight 622 from Nassau to JFK. Not showing Cancelled Flightled yet but assuming it will be? Any info?,"[25.05152514, -77.46620117]",2/22/15 5:59,5.69497e+17,"west hartford, connecticut",Eastern Time (US & Canada)
7677,681458398,False,finalized,3,2/25/15 7:31,positive,1.0,,,Delta,,MrDaftPrawn,,1,@JetBlue @Maddie_Flood Your airline sounds outstanding and your Twitter feed is clearly extremely useful. Keep up the great work _Ù÷_,"[34.546788, -87.012305]",2/21/15 20:28,5.69353e+17,From the South to 'THE' South ,Central Time (US & Canada)
7679,681458402,False,finalized,3,2/25/15 5:59,negative,1.0,Flight Attendant Complaints,1.0,Delta,,AllisonWooster,,0,@JetBlue flight attendant was hesitant to give me more baby sized cookies,"[40.65275545, -73.79457024]",2/21/15 20:16,5.6935e+17,New York,Quito
7680,681458404,False,finalized,3,2/25/15 9:59,negative,0.6192,Can't Tell,0.3256,Delta,,AllisonWooster,,0,@JetBlue Y U NO LET ME OUT AND MAKE FUN SIZE COOKIES #stuckonaplane #sos #babyfood,"[40.64779984, -73.78283404]",2/21/15 20:12,5.69349e+17,New York,Quito
7742,681458501,False,finalized,3,2/25/15 4:05,neutral,0.6532,,0.0,Delta,,Suzanne_BeDell,,0,@JetBlue thanks. Can you change the music in the boarding gates?,"[42.36726898, -71.01512871]",2/21/15 15:56,5.69285e+17,Boston,
7750,681458509,False,finalized,3,2/25/15 3:52,negative,1.0,longlines,0.6522,Delta,,SpedAdvocates,,0,"@JetBlue lipstick on a pig still a pig. Ur new baggage claim @ SJU is a disaster. No chairs, 20 mins+ wait for baggage. #fail","[18.43615031, -66.00573829]",2/21/15 15:20,5.69276e+17,"Wellesley, MA",Eastern Time (US & Canada)
7760,681458519,False,finalized,3,2/25/15 3:45,positive,1.0,,,Delta,,geraldineledan,,0,@JetBlue Exciting times ahead! _Ù÷_Ù_ä,"[40.67851205, -73.43465391]",2/21/15 15:06,5.69272e+17,"Long Island, New York",Eastern Time (US & Canada)
7791,681458550,False,finalized,3,2/25/15 5:00,positive,0.6344,,,Delta,,PGAShowAndrew,,0,"Cool thx! Only a couple more #PGAShow flights til I'm #Mosaic...can't wait. Will be easier to change flights when weathers bad
@JetBlue","[41.05811177, -73.53637216]",2/21/15 13:07,5.69242e+17,"Stamford, CT",Eastern Time (US & Canada)
7806,681458565,False,finalized,3,2/25/15 2:15,negative,1.0,Late Flight,1.0,Delta,,Swindonsays,,0,@JetBlue continuing you record of never having a flight leave on time. Add up how much time with with my family you have cost me. #jetblue,"[40.64573089, -73.77655727]",2/21/15 12:40,5.69235e+17,,Amsterdam
7863,681458622,False,finalized,3,2/25/15 4:16,positive,1.0,,,Delta,,Amaznred,,0,@JetBlue thanks for getting me to Orlando early #happiness,"[28.42301907, -81.29654204]",2/21/15 7:19,5.69155e+17,,
7898,681458658,False,finalized,3,2/25/15 3:11,negative,1.0,Lost Luggage,1.0,Delta,,mattwheeler,,0,"@JetBlue yeah that's all been done. Define ""incidentals""? How much can I spend on gear so this trip is not a waste?","[40.64342444, -111.49392569]",2/21/15 0:12,5.69047e+17,"New York, NY",Eastern Time (US & Canada)
7899,681458659,False,finalized,3,2/25/15 1:23,negative,1.0,Lost Luggage,1.0,Delta,,mattwheeler,,0,@JetBlue so you guys lost my bag that had all my ski gear in it. I flew here from NYC to ski. Should I buy new stuff tomorrow? ...,"[40.64339686, -111.49337274]",2/21/15 0:02,5.69044e+17,"New York, NY",Eastern Time (US & Canada)
7909,681458669,False,finalized,3,2/25/15 1:51,neutral,0.3363,,0.0,Delta,,KoolieAshSays,,0,@JetBlue oh. Makes sense. My bad.,"[40.88529232, -73.856635]",2/20/15 20:41,5.68994e+17,"ÌÏT: 17.9889591,-76.7712636",Pacific Time (US & Canada)
7911,681458671,False,finalized,3,2/25/15 5:11,negative,0.662,Flight Booking Problems,0.662,Delta,,KoolieAshSays,,0,@JetBlue why won't the site let me book tickets for nov for jfk to kin?,"[40.88539964, -73.85658056]",2/20/15 20:35,5.68992e+17,"ÌÏT: 17.9889591,-76.7712636",Pacific Time (US & Canada)
7914,681458674,False,finalized,3,2/25/15 0:53,positive,1.0,,,Delta,,FerrisSalameh,,0,@JetBlue thank you,"[40.7171667, -73.96415608]",2/20/15 20:03,5.68984e+17,"Brooklyn, NY",Eastern Time (US & Canada)
7918,681458678,False,finalized,3,2/25/15 1:32,neutral,1.0,,,Delta,,FerrisSalameh,,0,"@JetBlue since high likelihood of snow at time of flight tomorrow, any chance I can rebook for Sunday?","[40.71716644, -73.96426215]",2/20/15 19:56,5.68982e+17,"Brooklyn, NY",Eastern Time (US & Canada)
7939,681458699,False,finalized,3,2/25/15 5:05,neutral,1.0,,,Delta,,MadameMaryAnn,,0,@JetBlue April 6th. Anything specific I should know for my first flight?,"[43.3230125, -73.64314219]",2/20/15 18:28,5.6896e+17,Upstate New York,Eastern Time (US & Canada)
7946,681458708,False,finalized,3,2/25/15 0:47,neutral,1.0,,,Delta,,BillyKace,,0,@JetBlue 266 at LGB in Sunny So Cal http://t.co/V015PK7DSi,"[33.8117407, -118.1628]",2/20/15 17:27,5.68945e+17,,Pacific Time (US & Canada)
7957,681458720,False,finalized,3,2/25/15 0:41,positive,0.6846,,,Delta,,hgeronemus,,0,"Cool! ""@JetBlue: @hgeronemus We are 60% there and anticipate completing installation on all our A320's this year. http://t.co/sGckBopATAÛ","[26.07159064, -80.14770942]",2/20/15 16:27,5.6893e+17,"Fort Lauderdale, FL",Eastern Time (US & Canada)
7967,681458730,False,finalized,3,2/25/15 8:56,negative,1.0,Late Flight,0.3442,Delta,,barrystanbridge,,0,@JetBlue were boarding now I'm really not impressed. I've learnt a very valuable lesson .,"[40.64530946, -73.77617682]",2/20/15 15:50,5.68921e+17,Leighton Buzzard,
7972,681458735,False,finalized,3,2/25/15 3:17,negative,0.6931,Can't Tell,0.3663,Delta,,barrystanbridge,,0,@JetBlue I tried a burger which was good but expensive! Were lead to believe that food in the USA is cheap butnot here!,"[40.64534568, -73.77609616]",2/20/15 15:39,5.68918e+17,Leighton Buzzard,
7973,681458736,False,finalized,3,2/25/15 0:39,negative,1.0,Customer Service Issue,0.3395,Delta,,barrystanbridge,,0,@JetBlue I'm a trying ! But I'm tired and getting grumpy !,"[40.64531687, -73.77617765]",2/20/15 15:34,5.68917e+17,Leighton Buzzard,
7974,681458738,False,finalized,3,2/25/15 6:36,negative,0.6703,Late Flight,0.6703,Delta,,barrystanbridge,,0,"@JetBlue flight1407, it's been a long day! Arrived from London at 11 this morning","[40.64529157, -73.7761025]",2/20/15 15:27,5.68915e+17,Leighton Buzzard,
8029,681458802,False,finalized,3,2/25/15 9:22,neutral,1.0,,,Delta,,lexinieds,,0,@JetBlue can I switch my seat for my trip on Sunday?,"[37.40321679, -121.96988433]",2/20/15 11:29,5.68855e+17,NYC,
8093,681458867,False,finalized,3,2/25/15 9:14,neutral,1.0,,,Delta,,Rachel_Lipson,,0,@JetBlue should I be nervous about a Sunday AM flight Baltimore to Boston? Any suggestions on what I can do? Need to be in Boston by Monday.,"[38.91355311, -77.04169657]",2/20/15 7:44,5.68798e+17,"Washington, DC",Eastern Time (US & Canada)
8158,681458936,False,finalized,3,2/25/15 1:33,positive,1.0,,,Delta,,saltrejo,,0,"@JetBlue Love you, bae. #JetBae","[40.79248745, -111.98778056]",2/19/15 22:04,5.68652e+17,"Salt Lake City, Utah ",Mountain Time (US & Canada)
8173,681458952,False,finalized,3,2/25/15 5:20,neutral,0.6694,,,Delta,,Who_Knows_Me1,,0,@JetBlue thanks for the help,"[40.64638899, -73.78399051]",2/19/15 21:00,5.68636e+17,,
8175,681458954,False,finalized,3,2/25/15 5:46,negative,1.0,Lost Luggage,0.6364,Delta,,Who_Knows_Me1,,0,@JetBlue #poorservice #poorcommunication #waitingsince 10:51 for bags frm flight 424!!! #jetblue,"[40.64656067, -73.78334045]",2/19/15 20:54,5.68635e+17,,
8176,681458955,False,finalized,3,2/25/15 1:41,negative,1.0,Cancelled Flight,0.6653,Delta,,Who_Knows_Me1,,0,@JetBlue bags hv been posted on board for flight424 on carsl 4. Now switched to carsl 5. It's comedic watching passengers run frm 1 to othr,"[40.64656067, -73.78334045]",2/19/15 20:53,5.68635e+17,,
8177,681458956,False,finalized,3,2/25/15 6:10,negative,0.6626,Lost Luggage,0.6626,Delta,,Who_Knows_Me1,,0,"@JetBlue the one man in baggage office says ""I dunno"". HELP","[40.64656067, -73.78334045]",2/19/15 20:50,5.68634e+17,,
8178,681458957,False,finalized,3,2/25/15 8:11,negative,1.0,Lost Luggage,1.0,Delta,,Who_Knows_Me1,,0,@JetBlue where is our luggage?? Flight 424 has been waiting an hour for bags! #jetblue #poorservice,"[40.64656067, -73.78334045]",2/19/15 20:49,5.68634e+17,,
8179,681458958,False,finalized,3,2/25/15 6:18,negative,1.0,Lost Luggage,1.0,Delta,,Who_Knows_Me1,,0,@JetBlue what is going on? We arrived at 10:51pm Not One Bag Has Been Unloaded!! Flight 424,"[40.64656067, -73.78334045]",2/19/15 20:47,5.68633e+17,,
8198,681458979,False,finalized,3,2/25/15 8:09,positive,1.0,,,Delta,,JayPochBaby,,0,@JetBlue thank you #loyalmosaicmember,"[40.64661043, -73.776003]",2/19/15 19:43,5.68617e+17,Buffalo,Eastern Time (US & Canada)
8199,681458980,False,finalized,3,2/25/15 10:21,negative,0.7023,Can't Tell,0.3755,Delta,,JayPochBaby,,1,@JetBlue the pilot just stated that after 22 years of flying he has never experienced anything like this. #gettingoffplane,"[40.64719984, -73.77530956]",2/19/15 19:40,5.68616e+17,Buffalo,Eastern Time (US & Canada)
8200,681458981,False,finalized,3,2/25/15 3:11,negative,1.0,Late Flight,1.0,Delta,,JayPochBaby,,0,@JetBlue we now have to get off of the plane and wait another 1-2 hours for someone at the @BuffaloAirport to read the temp. #tired,"[40.64679403, -73.77516598]",2/19/15 19:37,5.68615e+17,Buffalo,Eastern Time (US & Canada)
8201,681458982,False,finalized,3,2/25/15 2:33,neutral,0.6697,,,Delta,,JayPochBaby,,0,@JetBlue flight 2302 from JFK to BUF.,"[40.64679903, -73.7734517]",2/19/15 19:31,5.68614e+17,Buffalo,Eastern Time (US & Canada)
8204,681458985,False,finalized,3,2/25/15 6:51,negative,1.0,Bad Flight,0.6353,Delta,,JayPochBaby,,0,@JetBlue I appreciate the quick response but how can no one go outside to check temp so we can leave in BUF #currentlysittingontarmac,"[40.64374009, -73.77678134]",2/19/15 19:21,5.68611e+17,Buffalo,Eastern Time (US & Canada)
8205,681458986,False,finalized,3,2/25/15 5:33,negative,1.0,Late Flight,0.6494,Delta,,JayPochBaby,,0,@JetBlue after 40 mins they tell us they can't check temperature for at least 2 more hours. So it's back to the gate to wait. #mosiacfail,"[40.64490372, -73.77508276]",2/19/15 19:20,5.68611e+17,Buffalo,Eastern Time (US & Canada)
8308,681459141,False,finalized,3,2/25/15 7:22,positive,1.0,,,Delta,,dougorey,,0,Not your fault @JetBlue Social Media Awesome People. I know everyone is working hard to get us in our way.,"[42.36834942, -71.0152744]",2/19/15 12:03,5.68501e+17,"Boston, MA",Eastern Time (US & Canada)
8311,681459147,False,finalized,3,2/25/15 8:23,negative,1.0,Flight Attendant Complaints,0.3561,Delta,,dougorey,,0,@JetBlue Flight 69 (ha!) - one employee said they were reassigned another said they just left. I just want some warm weather!,"[42.36833796, -71.01525742]",2/19/15 11:51,5.68498e+17,"Boston, MA",Eastern Time (US & Canada)
8334,681459185,False,finalized,3,2/25/15 7:13,negative,1.0,Flight Booking Problems,1.0,Delta,,_TheRobynShow,,0,@JetBlue doesn't help if I have to fly on specific days,"[40.63817554, -73.95630614]",2/19/15 10:19,5.68475e+17,NYC,Eastern Time (US & Canada)
8342,681459199,False,finalized,3,2/25/15 4:47,negative,1.0,Late Flight,1.0,Delta,,BrianKal,,0,@JetBlue what's up w flt 4? Brothers fiancÌ© sitting on board for 30mins w tech  issues.,"[38.87982914, -77.11608667]",2/19/15 9:48,5.68467e+17,Metro Washington DC,Eastern Time (US & Canada)
8416,681459333,False,finalized,3,2/25/15 8:09,negative,1.0,Customer Service Issue,0.6782,Delta,,KatLaur12,,0,@JetBlue tried them not helpful. Really dissatisfied with Flight Booking Problems my whole trip with jet blue this time around besides the flights.,"[33.81346953, -117.91426571]",2/19/15 5:21,5.684e+17,Boston,Pacific Time (US & Canada)
8421,681459342,False,finalized,3,2/25/15 2:05,neutral,0.6698,,0.0,Delta,,KatLaur12,,0,@JetBlue how can we get help with a hotel we booked with you and are having issues with.,"[33.81391813, -117.92216895]",2/19/15 4:56,5.68394e+17,Boston,Pacific Time (US & Canada)
8462,681459413,False,finalized,3,2/25/15 3:30,positive,1.0,,,Delta,,BellaBriscoe,,0,@JetBlue I will! Thank you!,"[40.64610291, -73.78666687]",2/18/15 18:45,5.6824e+17,,
8476,681459438,False,finalized,3,2/25/15 4:26,negative,1.0,Late Flight,1.0,Delta,,JunkyardFiegs,,0,"@JetBlue I was believing you for a minute, but we just got delayed for a 3rd time!","[40.64527675, -73.7761654]",2/18/15 17:13,5.68217e+17,,Central Time (US & Canada)
8500,681459479,False,finalized,3,2/25/15 3:21,negative,0.6766,Late Flight,0.6766,Delta,,pir2h,,0,@jetblue waiting for flt 105 to Chicago. Why hasn't aircraft left buffalo yet?,"[40.64527481, -73.77615604]",2/18/15 16:25,5.68205e+17,,
8501,681459481,False,finalized,3,2/25/15 1:45,negative,1.0,Can't Tell,1.0,Delta,,BeautifulLifePD,,0,@JetBlue I don't think I'll be testing those waters out on my own dime again.,"[40.51809311, -74.48552378]",2/18/15 16:25,5.68205e+17,"Austin, TX",Quito
8513,681459500,False,finalized,3,2/25/15 9:29,negative,1.0,Flight Attendant Complaints,0.6859999999999999,Delta,,BeautifulLifePD,,0,@JetBlue They did not have any &amp; asked if I wanted tea. How do you have tea&amp;not coffee? I'm a gold on United &amp; coffee I nvr think 2x about,"[40.51806327, -74.48518231]",2/18/15 16:03,5.68199e+17,"Austin, TX",Quito
8517,681459508,False,finalized,3,2/25/15 9:27,neutral,1.0,,,Delta,,BeautifulLifePD,,0,@JetBlue 6am Austin to JFK,"[40.51270596, -74.48509319]",2/18/15 15:58,5.68198e+17,"Austin, TX",Quito
8518,681459510,False,finalized,3,2/25/15 7:18,negative,1.0,Late Flight,1.0,Delta,,JunkyardFiegs,,0,@JetBlue the big board says we aren't leaving until after 8:30 _Ù÷©,"[40.64518126, -73.77582926]",2/18/15 15:52,5.68196e+17,,Central Time (US & Canada)
8520,681459515,False,finalized,3,2/25/15 7:38,negative,1.0,Can't Tell,0.6501,Delta,,BeautifulLifePD,,0,@JetBlue while I appreciate that you actually responded I travel way too much for you to tell me coffee is not a basic option,"[40.51794328, -74.48516831]",2/18/15 15:51,5.68196e+17,"Austin, TX",Quito
8524,681459522,False,finalized,3,2/25/15 5:14,negative,0.6522,Late Flight,0.3579,Delta,,JunkyardFiegs,,0,@JetBlue Whoa! No tag and you still saw my tweet. Flight 105 JFK to Chicago. Trying to get home to see my little brother wrestle!,"[40.64520088, -73.77587636]",2/18/15 15:37,5.68193e+17,,Central Time (US & Canada)
8583,681459619,False,finalized,3,2/25/15 5:39,negative,1.0,Customer Service Issue,0.6691,Delta,,rolf_schomaker,,0,@JetBlue lots of people scratching heads and looking at screens ignoring passengers,"[40.77471899, -73.86957658]",2/18/15 12:32,5.68146e+17,ft Lauderdale,
8584,681459620,False,finalized,3,2/25/15 8:44,neutral,0.6779,,,Delta,,ToriThatMexican,,0,@JetBlue I thought the same thing after I sent it,"[46.14149629, -122.90609053]",2/18/15 12:32,5.68146e+17,pnw,Arizona
8585,681459621,False,finalized,3,2/25/15 10:01,negative,1.0,Flight Attendant Complaints,0.6936,Delta,,rolf_schomaker,,0,@JetBlue what's going on with 1171 LGA-FLL..poor to no communication from gate agents??,"[40.77460155, -73.86969694]",2/18/15 12:31,5.68146e+17,ft Lauderdale,
8625,681459661,False,finalized,3,2/25/15 1:32,negative,0.6591,Can't Tell,0.3523,Delta,,eldridgechm,,0,@JetBlue last week I bought a plane ticket round trip to FL &amp; just 4 fun I look at the price of them today and they went down! #nothappy,"[41.71826065, -72.68689133]",2/18/15 9:34,5.68101e+17,,
8660,681459698,False,finalized,3,2/25/15 2:48,positive,1.0,,,Delta,,SweetLilYou,,0,"@JetBlue Great flight, as always! Thank you to the great crew on flight 475! #travel #jetblue","[28.4261453, -81.2998841]",2/18/15 7:18,5.68067e+17,Rhode Island ,Eastern Time (US & Canada)
8674,681459713,False,finalized,3,2/25/15 2:55,positive,1.0,,,Delta,,ErinMBarlow,,0,@JetBlue and a HUGE thanks to the crew on flight 1348 who flew in to DCA from SJU Monday night in the snow so we could have a plane!!!,"[18.22245647, -63.00369733]",2/18/15 5:35,5.68041e+17,,Eastern Time (US & Canada)
8676,681459715,False,finalized,3,2/25/15 6:44,positive,1.0,,,Delta,,ErinMBarlow,,0,"@JetBlue planning on it!  Btw, excellent service and crew from DCA through SJU into SXM!!!!!","[18.22245647, -63.00369733]",2/18/15 5:35,5.68041e+17,,Eastern Time (US & Canada)
8677,681459716,False,finalized,3,2/25/15 4:45,positive,1.0,,,Delta,,ErinMBarlow,,0,"@JetBlue why yes, yes it does!!!!  Great trip down!! Thanks for the lift!!!!","[18.22245747, -63.00369895]",2/18/15 5:27,5.68039e+17,,Eastern Time (US & Canada)
8723,681459762,False,finalized,3,2/25/15 7:50,negative,0.6154,Customer Service Issue,0.3187,Delta,,ChicDisheveled,,0,"@JetBlue shout out to the crew on flight 89 headed back to the big apple, they kept my glass half full the whole flight! #jetbluejfk","[32.73130971, -117.20222555]",2/17/15 20:29,5.67904e+17,"San Diego, CA",Arizona
8779,681459818,False,finalized,3,2/25/15 7:12,negative,0.6616,Can't Tell,0.3384,Delta,,Nickymkirk,,0,@JetBlue where exactly can I leave a note,"[18.44643543, -66.28345755]",2/17/15 17:06,5.67853e+17,Dorado,
8793,681459832,False,finalized,3,2/25/15 10:15,negative,1.0,Can't Tell,1.0,Delta,,Nickymkirk,,0,"@JetBlue dropping passengers with small baby and 3 infants at your San Juan terminal. As unloading baby, officer writes me ticket for $75","[18.4465457, -66.28316651]",2/17/15 16:36,5.67845e+17,Dorado,
